lq_month1_emplvl,oty_month1_emplvl_pct_chg,lq_month2_emplvl,oty_month2_emplvl_pct_chg,lq_month3_emplvl,oty_month3_emplvl_pct_chg,lq_qtrly_contributions,oty_qtrly_contributions_pct_chg,lq_avg_wkly_wage,lq_total_qtrly_wages
0.94,2.8,0.94,-30.2,0.92,-21.9,0.0,0.0,1.17,1.1
0.91,-6.6,0.86,-2.8,0.93,4.3,0.0,0.0,1.21,1.09
2.05,1.9,2.0,2.3,2.0,3.6,0.72,-1.9,1.12,2.25
1.96,6.2,1.8,1.9,1.73,0.1,0.29,5.5,1.13,2.07
1.72,0.3,1.72,2.4,1.83,1.0,0.12,12.3,1.06,1.86
1.95,-0.1,1.99,-0.1,2.03,-1.8,0.08,39.2,1.1,2.19
0.87,-1.1,0.87,-0.5,0.85,0.7,0.79,23.6,0.78,0.67
0.86,22.3,0.88,17.4,0.9,16.7,0.93,60.6,0.78,0.69
0.92,17.8,0.91,14.4,0.9,11.3,0.92,75.4,0.84,0.76
0.86,3.2,0.86,5.8,0.85,5.4,0.92,46.0,0.77,0.66
1.67,-8.3,1.74,-3.7,1.74,-15.2,0.0,0.0,1.34,2.3
1.72,-15.0,1.71,-8.3,1.69,0.5,0.0,0.0,1.15,1.96
1.53,-3.1,1.48,-11.9,1.5,-8.0,0.0,0.0,1.22,1.83
1.53,-6.7,1.64,-5.4,1.6,-7.9,0.0,0.0,1.35,2.14
2.3,-10.6,2.32,-6.4,2.45,3.3,2.04,-1.8,1.17,2.77
2.51,12.7,2.35,-0.4,2.38,-0.6,0.74,5.4,1.16,2.81
2.14,-2.3,2.15,-2.9,2.12,-4.3,0.26,12.4,1.08,2.31
2.29,-1.3,2.5,5.4,2.6,8.9,0.2,38.8,1.24,3.06
2.02,0.0,1.99,-3.8,2.01,-1.8,10.92,29.5,1.32,2.65
1.96,7.3,1.89,4.2,1.89,1.1,9.55,50.1,1.26,2.41
1.41,3.6,1.37,-1.8,1.7,3.0,6.25,74.4,1.19,1.79
1.87,2.0,1.96,0.9,1.97,-2.9,11.2,58.3,1.28,2.46
0.87,-5.9,0.87,-7.6,0.86,-8.9,1.01,19.3,0.9,0.77
0.86,11.9,0.87,6.4,0.87,5.2,0.97,38.9,0.88,0.76
0.84,13.2,0.87,13.1,0.85,10.9,0.78,57.8,0.88,0.75
0.88,6.1,0.86,-0.2,0.86,-0.2,0.95,37.0,0.89,0.77
2.5,-3.3,2.43,-0.4,2.37,-8.2,0.0,0.0,1.05,2.55
2.45,-10.7,2.55,-2.9,2.28,-2.6,0.0,0.0,0.97,2.35
2.04,-4.8,2.12,-14.5,2.32,-7.2,0.0,0.0,0.94,2.03
2.44,-3.0,2.57,-4.6,2.87,-2.3,0.0,0.0,0.98,2.56
1.37,-7.4,1.39,-4.8,1.38,-4.8,17.39,8.9,1.22,1.69
1.49,-3.5,1.36,-5.5,1.31,-6.4,6.74,11.6,1.28,1.77
1.21,-1.2,1.31,5.2,1.48,2.8,3.66,19.8,1.06,1.41
1.52,2.0,1.61,-0.4,1.72,-0.4,3.52,34.7,1.3,2.11
2.05,-1.6,1.9,-4.2,1.88,-2.4,11.64,7.1,1.22,2.36
1.95,-3.0,1.99,1.2,1.85,-0.5,11.07,16.7,1.05,2.03
1.84,1.0,1.79,-1.7,1.7,-3.4,5.83,2.4,1.0,1.77
1.85,-4.1,2.14,-0.1,2.34,-0.8,9.9,21.3,1.12,2.36
0.67,-4.5,0.65,-4.6,0.64,-3.0,0.67,22.4,0.99,0.65
0.67,11.6,0.69,9.8,0.64,3.0,0.63,45.0,0.98,0.65
0.58,7.1,0.62,5.2,0.65,-2.6,0.5,50.8,0.96,0.59
0.67,-1.7,0.71,-2.3,0.75,1.0,0.71,32.0,0.98,0.69
0.5,-9.5,0.54,-13.0,0.55,-4.5,0.0,0.0,0.77,0.41
0.49,-9.5,0.65,19.0,0.66,20.0,0.0,0.0,0.62,0.37
0.66,4.5,0.55,5.0,0.52,10.5,0.0,0.0,0.72,0.41
0.57,21.1,0.54,16.7,0.56,15.8,0.0,0.0,0.75,0.42
0.23,-53.3,0.39,-25.8,0.24,-46.4,0.0,0.0,2.77,0.8
0.37,-14.8,0.34,-8.7,0.46,-27.8,0.0,0.0,2.15,0.84
0.69,5.7,0.56,3.1,0.39,13.6,0.0,0.0,2.21,1.19
0.33,5.0,0.42,30.0,0.27,0.0,0.0,0.0,3.08,1.05
6.61,-2.3,6.46,-12.7,6.71,-3.3,63.81,30.2,1.17,7.75
6.64,23.7,6.69,17.1,6.47,30.0,65.64,29.8,1.13,7.48
6.19,26.7,6.6,4.8,6.7,1.1,71.63,9.9,1.04,6.8
7.05,-2.6,7.1,1.6,7.06,12.9,89.0,-2.7,1.11,7.83
0.41,0.0,0.4,0.0,0.41,0.0,0.54,0.0,1.06,0.43
1.79,0.0,1.86,-7.7,2.1,0.0,0.0,0.0,1.05,2.02
2.28,-13.9,3.37,60.0,3.2,-1.7,0.0,0.0,0.86,2.59
2.41,-3.3,2.59,-6.5,2.95,-5.0,0.0,0.0,0.9,2.37
2.82,34.4,2.43,29.2,2.41,10.7,0.0,0.0,0.78,2.0
5.61,-12.4,5.91,-11.5,5.69,-11.5,68.3,17.0,1.07,6.14
5.49,-4.2,4.59,-0.5,3.61,3.4,45.97,22.3,1.0,4.46
1.92,1.5,2.28,-8.5,2.96,-18.7,17.57,23.3,0.79,1.87
4.58,-11.1,5.56,-2.8,5.47,-8.2,57.99,37.5,0.94,4.88
0.54,-3.2,0.49,-7.5,0.53,1.3,0.73,44.1,1.1,0.58
0.5,18.5,0.57,23.7,0.64,13.0,0.71,93.8,1.0,0.57
0.57,18.5,0.65,16.9,0.71,18.3,0.71,97.7,1.12,0.72
0.65,0.3,0.54,1.6,0.58,8.7,0.78,119.6,1.23,0.73
0.46,-11.8,0.47,-7.4,0.47,-33.3,0.0,0.0,1.73,0.81
0.48,-36.1,0.47,-23.8,0.48,-5.9,0.0,0.0,1.45,0.69
0.5,0.0,0.47,-52.8,0.43,-40.1,0.0,0.0,1.38,0.65
0.45,-23.9,0.47,0.4,0.5,1.6,0.0,0.0,1.57,0.74
1.71,1.6,1.72,5.8,1.77,6.7,0.53,-1.9,1.28,2.22
1.79,5.4,1.73,4.5,1.78,6.5,0.19,5.4,1.14,2.01
1.89,6.0,1.9,7.4,1.81,8.9,0.09,12.4,1.06,1.98
1.87,9.0,1.9,7.3,1.91,8.8,0.05,39.1,1.23,2.33
1.5,-2.1,1.51,-5.6,1.5,-4.6,2.57,19.5,1.23,1.86
1.5,9.2,1.46,12.5,1.28,14.5,2.35,27.5,1.24,1.75
0.66,5.8,0.74,-2.6,1.4,2.2,1.94,25.7,1.3,1.25
1.5,5.4,1.54,4.7,1.55,4.7,1.54,11.8,1.1,1.67
0.96,4.0,0.96,5.4,0.96,6.0,1.02,24.9,0.88,0.85
0.96,26.3,0.95,17.2,0.96,14.9,1.0,55.9,0.9,0.86
1.02,13.3,1.01,11.3,0.95,9.6,0.95,53.2,0.87,0.86
0.93,5.1,0.93,5.1,0.94,5.2,1.0,44.1,0.9,0.84
0.73,8.2,0.73,5.9,0.82,1.9,0.0,0.0,0.85,0.64
0.77,-8.6,0.76,0.0,0.77,-1.7,0.0,0.0,0.73,0.56
0.76,-3.5,0.77,-5.2,0.66,-15.0,0.0,0.0,0.79,0.57
0.67,-3.8,0.68,-9.1,0.73,-5.4,0.0,0.0,0.91,0.63
1.53,-5.9,1.58,-2.1,1.64,-7.4,1.22,-2.1,1.28,2.03
1.69,-1.6,1.53,-0.6,1.54,-7.7,0.58,5.6,1.2,1.9
1.6,-5.8,1.62,-10.9,1.52,-4.6,0.31,12.4,1.29,2.04
1.51,-8.1,1.62,-7.9,1.51,-7.5,0.21,38.2,1.46,2.26
3.87,-2.4,3.95,-0.5,3.44,-20.9,29.65,50.3,0.87,3.28
3.44,-4.1,3.93,18.7,3.8,7.8,34.4,77.7,0.87,3.25
3.54,19.2,3.52,8.7,3.75,16.0,41.71,123.8,0.83,3.02
3.86,11.0,3.93,7.8,3.96,1.4,50.97,64.8,0.83,3.26
0.77,-7.3,0.76,-6.0,0.83,-5.3,1.1,17.2,1.15,0.9
0.82,7.0,0.76,7.0,0.78,1.9,1.01,19.9,1.13,0.89
0.82,10.4,0.8,5.9,0.76,7.9,0.84,31.1,1.14,0.91
0.75,6.3,0.76,6.9,0.76,-0.2,0.8,7.6,1.17,0.88
0.08,-5.9,0.08,-5.9,0.08,0.0,0.0,0.0,0.45,0.04
0.09,-15.0,0.1,-9.5,0.09,-21.7,0.0,0.0,0.48,0.04
0.09,0.0,0.09,-21.7,0.07,-40.9,0.0,0.0,0.39,0.03
0.07,-31.6,0.08,-22.2,0.07,-35.0,0.0,0.0,0.48,0.03
0.19,7.4,0.2,13.0,0.2,12.7,0.0,0.0,0.67,0.13
0.2,14.5,0.21,16.4,0.21,12.7,0.0,0.0,0.84,0.17
0.2,11.1,0.2,7.1,0.2,5.4,0.0,0.0,0.57,0.11
0.2,3.4,0.2,3.6,0.2,5.3,0.0,0.0,0.67,0.13
1.92,-7.2,1.94,-5.1,1.92,-7.7,19.88,43.8,0.71,1.37
1.97,-0.9,2.04,1.2,2.09,1.6,30.98,37.7,0.74,1.5
1.99,-1.9,2.1,-4.7,1.97,-6.8,27.73,55.6,0.65,1.3
1.98,-4.3,1.99,-6.1,1.98,-5.4,25.4,41.1,0.68,1.35
0.46,-26.3,0.47,-27.2,0.47,-25.3,0.34,-16.9,0.72,0.33
0.47,-14.6,0.47,-8.3,0.46,-5.5,0.41,9.5,0.75,0.35
0.45,-0.7,0.46,-1.4,0.48,0.0,0.47,44.2,0.73,0.34
0.47,1.9,0.47,4.1,0.46,1.3,0.51,50.8,0.71,0.33
0.91,11.1,0.95,15.2,0.95,4.0,0.0,0.0,0.68,0.64
0.96,-8.6,0.95,3.9,1.07,3.6,0.0,0.0,0.73,0.73
1.12,5.5,1.03,5.4,1.09,7.0,0.0,0.0,0.68,0.74
1.02,5.8,0.95,-5.7,0.97,-5.6,0.0,0.0,0.74,0.72
0.67,3.6,0.65,3.6,0.63,-5.2,0.0,0.0,1.13,0.74
0.66,-3.3,0.65,5.6,0.71,0.0,0.0,0.0,1.19,0.8
0.7,-5.1,0.66,0.0,0.7,3.3,0.0,0.0,0.94,0.65
0.72,3.3,0.75,3.3,0.71,-1.7,0.0,0.0,1.17,0.85
3.32,3.8,3.33,2.4,3.3,8.2,18.0,66.1,0.8,2.66
3.26,14.5,3.21,9.2,2.71,-11.0,25.12,29.9,0.87,2.68
2.8,12.5,3.67,0.1,3.43,-1.4,42.87,31.6,0.72,2.4
3.38,-14.0,3.34,-8.3,3.28,-8.4,55.84,16.7,0.79,2.64
0.57,-9.4,0.56,-5.6,0.61,0.1,0.63,14.5,0.92,0.53
2.55,-10.1,2.42,-4.4,2.41,-23.2,0.0,0.0,1.43,3.52
2.44,-22.1,2.58,-11.4,2.37,-8.9,0.0,0.0,1.22,3.0
2.05,-22.0,2.1,-26.3,2.36,-26.1,0.0,0.0,0.99,2.14
2.48,-21.0,2.9,-13.9,2.85,-7.8,0.0,0.0,1.29,3.51
0.97,8.8,0.91,2.6,0.98,2.5,0.0,0.0,1.17,1.12
0.91,0.0,0.86,2.8,0.88,13.5,0.0,0.0,1.21,1.07
0.78,2.4,0.78,-9.1,0.81,-5.1,0.0,0.0,0.81,0.64
0.83,-17.1,0.98,-13.2,1.1,-7.7,0.0,0.0,1.23,1.18
3.29,2.7,3.04,2.3,3.06,2.9,2.53,59.6,1.33,4.14
3.09,12.5,3.14,13.9,2.64,2.4,2.82,59.5,1.14,3.35
2.06,-4.1,2.15,-9.1,2.73,-1.8,1.23,25.5,1.02,2.33
2.87,-5.4,3.53,-3.4,3.61,-6.1,4.25,50.8,1.28,4.24
0.53,-6.4,0.48,-6.3,0.47,-7.5,0.47,11.7,0.65,0.32
0.48,23.5,0.51,14.1,0.48,6.7,0.43,45.0,0.65,0.32
0.44,5.2,0.46,10.1,0.48,3.5,0.3,38.9,0.59,0.27
0.5,1.3,0.59,3.6,0.59,-3.2,0.54,30.0,0.59,0.33
1.72,-8.0,1.65,-10.5,1.72,-2.8,0.0,0.0,1.49,2.53
1.83,-1.3,1.97,0.0,1.93,-6.5,0.0,0.0,1.17,2.24
2.0,-11.6,1.94,-10.5,1.91,-9.0,0.0,0.0,1.1,2.14
2.03,-10.2,1.96,-2.6,1.82,-1.4,0.0,0.0,1.24,2.41
0.44,12.0,0.46,20.0,0.47,15.4,0.0,0.0,1.58,0.72
0.49,28.0,0.53,24.1,0.51,20.0,0.0,0.0,1.3,0.66
0.54,6.1,0.54,8.8,0.54,20.0,0.0,0.0,1.07,0.58
0.52,10.3,0.51,6.9,0.52,3.3,0.0,0.0,1.45,0.75
4.85,-6.9,4.81,-0.7,4.92,-4.4,70.16,36.9,1.19,5.78
0.51,1.9,0.53,4.5,0.52,1.8,0.52,23.9,0.85,0.44
0.53,15.5,0.55,5.0,0.59,10.9,0.56,41.8,0.82,0.46
0.71,8.0,0.67,4.1,0.57,0.9,0.75,97.9,0.96,0.62
0.5,-5.5,0.49,-10.3,0.5,-5.4,0.46,4.5,0.98,0.49
1.46,-3.0,1.42,0.0,1.4,-19.2,0.0,0.0,1.43,2.04
1.4,-15.0,1.4,-7.4,1.46,0.0,0.0,0.0,1.28,1.82
1.22,-5.8,1.14,-14.6,1.21,-8.1,0.0,0.0,1.07,1.28
1.37,-10.2,1.48,-2.8,1.4,-0.9,0.0,0.0,1.24,1.76
2.54,3.5,2.62,2.8,2.44,1.4,1.66,-2.0,1.03,2.62
2.36,13.8,2.1,5.1,2.03,4.8,0.44,5.6,1.09,2.35
1.76,0.4,1.73,-7.4,1.9,-4.7,0.13,12.7,0.87,1.56
2.34,-1.7,2.56,-1.4,2.49,6.9,0.13,38.4,1.1,2.71
1.35,-7.9,1.29,-7.4,1.22,-7.7,6.28,9.0,1.52,1.95
1.27,10.2,1.14,4.2,0.76,2.4,4.1,31.8,1.5,1.57
0.71,4.4,1.02,3.8,1.0,3.4,1.89,4.1,1.22,1.12
1.21,2.7,1.34,2.4,1.27,4.5,3.13,9.9,1.32,1.68
0.91,-7.8,0.87,-8.3,0.82,-8.7,0.86,18.0,0.93,0.8
0.81,15.4,0.85,19.7,0.9,18.3,0.75,69.8,0.88,0.76
0.8,18.3,0.77,14.3,0.76,11.1,0.63,102.7,0.91,0.71
0.79,2.6,0.86,2.6,0.81,2.6,0.75,50.0,0.93,0.76
5.05,0.0,5.21,0.0,5.19,-10.9,0.0,0.0,1.55,7.99
5.54,4.3,5.82,27.1,6.26,17.5,0.0,0.0,1.07,6.28
5.52,21.1,5.08,-1.4,5.44,1.5,0.0,0.0,1.15,6.13
4.68,6.5,5.27,2.4,5.24,0.0,0.0,0.0,1.29,6.49
0.68,-15.5,0.63,-16.0,0.68,-18.3,0.89,32.6,0.8,0.53
0.72,3.3,0.77,4.7,0.88,11.3,0.89,55.9,0.74,0.59
0.85,48.8,0.89,79.2,0.89,71.6,1.01,233.3,0.86,0.75
0.83,45.2,0.73,18.2,0.74,9.2,0.87,130.0,0.8,0.62
6.62,-0.3,6.63,3.0,6.68,3.0,0.0,0.0,0.95,6.32
6.6,1.1,6.46,4.7,6.65,6.4,0.0,0.0,0.77,5.07
6.57,4.9,6.44,1.1,6.46,0.3,0.0,0.0,0.96,6.24
6.59,-0.6,6.66,2.9,6.71,0.3,0.0,0.0,0.89,5.89
1.06,-9.5,1.05,-2.2,1.2,-6.5,0.0,0.0,0.78,0.87
1.16,-9.2,1.24,-6.9,1.27,-3.5,0.0,0.0,0.81,0.99
1.32,-5.0,1.35,0.9,1.27,-5.2,0.0,0.0,0.77,1.01
1.29,0.9,1.16,-2.0,1.16,1.1,0.0,0.0,0.83,1.0
1.5,9.1,1.57,12.0,1.53,11.9,6.99,112.0,0.73,1.12
1.48,15.6,1.44,15.1,1.38,10.2,9.22,68.6,0.63,0.9
1.51,1.4,1.43,-8.5,1.53,7.7,18.56,78.0,0.68,1.02
1.61,5.3,1.58,9.3,1.52,4.9,16.3,49.0,0.72,1.12
0.55,5.9,0.55,3.7,0.55,4.5,0.45,31.7,0.68,0.38
0.56,18.5,0.56,12.3,0.56,9.7,0.53,62.4,0.67,0.38
0.55,10.7,0.56,10.7,0.54,7.0,0.6,55.2,0.67,0.37
0.53,4.0,0.54,6.7,0.54,7.6,0.6,49.4,0.68,0.36
2.26,-13.5,2.23,-13.5,2.31,-13.2,0.0,0.0,1.39,3.14
2.54,-7.7,2.49,-5.1,2.74,0.0,0.0,0.0,1.12,2.89
2.77,-13.3,2.69,-15.6,2.5,-10.0,0.0,0.0,1.38,3.66
2.52,-10.5,2.47,-3.0,2.45,-8.6,0.0,0.0,1.22,3.03
0.63,-6.7,0.57,-18.8,0.57,-18.8,19.97,-2.0,1.41,0.83
0.75,0.0,0.93,-8.3,0.99,-12.0,6.72,5.4,1.06,0.94
1.01,-21.4,1.05,4.5,0.7,14.3,2.86,12.3,1.13,1.04
0.79,41.7,0.73,15.4,0.78,14.3,1.75,39.1,1.22,0.94
2.1,-13.9,2.12,-13.5,2.13,-10.8,6.12,191.9,1.1,2.34
2.01,-5.5,1.99,-0.7,1.64,-20.0,3.9,87.6,1.4,2.63
1.48,-24.1,1.59,-19.4,2.07,-3.3,3.39,48.5,0.91,1.57
2.1,1.4,2.38,7.8,2.39,11.6,4.18,27.3,1.3,2.97
0.96,-4.5,0.96,-2.7,0.96,-1.0,1.01,38.1,0.94,0.9
0.94,4.0,0.91,2.4,0.93,-4.4,0.94,47.3,0.9,0.84
0.96,11.2,0.93,14.7,0.91,11.9,0.85,46.4,0.97,0.91
0.9,3.7,0.9,1.4,0.92,4.0,0.95,44.4,0.93,0.85
3.8,-13.0,3.86,-4.3,3.7,-4.3,0.0,0.0,1.27,4.82
4.19,12.5,3.54,-7.1,3.28,3.8,0.0,0.0,1.05,3.81
3.32,0.0,3.21,-14.3,3.45,-17.2,0.0,0.0,1.13,3.77
3.75,-18.5,3.96,-4.5,4.06,0.0,0.0,0.0,1.12,4.4
1.07,11.1,1.07,-18.2,0.94,-11.1,0.0,0.0,0.95,0.97
2.17,5.0,2.55,13.6,2.4,4.9,30.63,11.2,1.05,2.49
0.73,0.0,0.68,0.0,0.68,0.0,0.74,0.0,0.92,0.64
0.8,0.0,0.76,0.0,0.69,0.0,0.72,0.0,0.87,0.65
0.77,0.0,0.79,0.0,0.86,0.0,0.79,0.0,0.91,0.73
0.79,5.6,0.73,3.6,0.76,10.1,0.73,42.3,0.85,0.65
1.33,-1.8,1.38,9.4,1.46,-3.2,0.0,0.0,0.99,1.38
1.54,-8.3,1.99,8.8,2.04,3.4,0.0,0.0,0.96,1.79
1.68,-24.2,1.62,-20.9,1.54,-21.2,0.0,0.0,0.87,1.4
1.43,0.0,1.41,-1.7,1.55,1.6,0.0,0.0,0.93,1.36
1.09,-4.1,1.09,0.0,1.08,-7.7,0.0,0.0,1.69,1.84
1.14,-7.1,1.21,-4.5,1.33,-3.1,0.0,0.0,1.73,2.13
1.42,-2.1,1.31,-10.9,1.23,-6.6,0.0,0.0,1.5,1.98
1.21,3.8,1.18,2.7,1.2,2.7,0.0,0.0,1.59,1.9
6.44,0.0,6.17,0.0,6.14,0.0,67.41,0.0,0.89,5.55
6.9,0.0,6.71,0.0,6.31,0.0,80.55,0.0,0.86,5.71
0.39,-0.9,0.39,-2.1,0.39,1.4,0.63,35.9,1.2,0.47
0.39,13.5,0.4,3.5,0.42,19.4,0.57,63.3,1.03,0.42
0.42,15.4,0.42,15.8,0.42,14.4,0.54,111.3,1.16,0.49
0.38,-0.3,0.37,-0.9,0.39,-1.0,0.43,62.9,1.23,0.46
2.53,10.0,2.37,12.5,2.46,17.8,0.0,0.0,0.93,2.29
2.49,15.2,2.73,26.4,2.55,21.6,0.0,0.0,0.91,2.35
2.53,27.4,2.38,17.7,2.57,23.5,0.0,0.0,0.88,2.2
2.43,28.0,2.5,21.2,2.52,23.5,0.0,0.0,0.99,2.45
4.27,77.7,4.12,82.1,3.95,73.2,0.0,0.0,0.74,3.05
3.92,63.2,3.59,53.8,3.59,64.6,0.0,0.0,0.76,2.82
3.25,52.9,3.27,52.5,3.83,33.8,0.0,0.0,0.71,2.44
4.03,31.9,4.3,27.2,4.38,25.9,0.0,0.0,0.76,3.2
1.1,40.7,1.11,49.7,1.11,49.2,1.27,102.7,1.0,1.11
1.04,42.3,1.06,37.9,1.09,36.2,1.1,116.4,1.0,1.06
0.98,0.2,0.98,-0.1,0.98,-1.4,0.0,0.0,1.05,1.03
0.99,-1.7,1.01,-1.1,1.03,-1.4,0.0,0.0,1.02,1.03
1.03,-0.7,1.01,-7.7,1.0,-7.9,0.0,0.0,1.02,1.03
0.99,-4.3,0.98,-0.5,0.97,-1.2,0.0,0.0,1.04,1.02
0.76,2.0,0.75,-0.7,0.75,-0.3,0.03,14.5,0.99,0.74
0.76,-1.1,0.75,-1.8,0.76,-0.7,0.01,-29.9,0.95,0.71
0.76,-2.5,0.76,-2.1,0.76,-0.8,0.02,87.3,1.03,0.79
0.76,0.2,0.75,-0.4,0.75,-0.4,0.02,40.7,1.06,0.8
0.92,-6.8,0.92,-7.2,0.92,-6.1,1.43,18.0,1.03,0.95
0.93,-2.7,0.93,-1.2,0.8,3.8,1.11,41.3,1.07,0.95
0.82,1.1,1.0,0.7,0.93,1.4,1.15,211.0,1.06,0.98
0.92,0.8,0.92,0.8,0.92,1.3,0.98,155.4,1.04,0.96
1.04,-3.5,1.04,-2.9,1.04,-1.8,1.01,40.9,0.96,1.0
1.05,14.0,1.05,9.9,1.06,6.9,1.1,83.0,0.97,1.02
1.05,8.6,1.04,8.2,1.04,7.5,1.06,81.5,0.97,1.01
1.04,6.6,1.04,6.1,1.04,6.2,0.97,64.2,0.97,1.01
7.67,2.2,7.83,1.6,7.82,-1.5,0.0,0.0,1.12,8.7
7.81,-0.9,7.94,-0.4,8.32,0.0,0.0,0.0,0.91,7.3
8.28,3.4,8.03,0.2,7.97,-4.6,0.0,0.0,1.04,8.44
7.87,-4.2,8.01,0.8,8.01,0.8,0.0,0.0,0.99,7.86
0.42,-3.0,0.41,-6.0,0.4,-6.5,0.0,0.0,0.98,0.4
0.41,-2.2,0.41,-3.0,0.43,-5.6,0.0,0.0,0.8,0.33
0.44,-7.7,0.41,-7.4,0.4,-6.1,0.0,0.0,0.97,0.4
0.41,-2.2,0.42,-1.8,0.43,1.8,0.0,0.0,1.05,0.44
4.24,-11.3,4.22,-12.0,4.25,-10.3,17.11,1.3,1.08,4.57
4.17,-5.6,4.18,-3.0,4.05,4.2,28.86,102.6,1.09,4.52
4.46,-0.4,4.69,2.1,4.33,1.4,29.3,219.3,1.03,4.64
4.3,2.5,4.27,0.2,4.31,0.7,29.77,151.2,1.15,4.92
0.52,-11.0,0.52,-9.6,0.52,-7.6,0.86,19.9,0.98,0.51
0.51,2.5,0.52,3.2,0.54,3.6,0.67,51.7,0.91,0.48
0.55,3.0,0.52,2.6,0.53,1.9,0.73,169.8,0.95,0.51
0.52,2.5,0.52,1.3,0.52,1.8,0.72,122.2,0.97,0.51
6.75,-0.2,6.87,-0.4,7.0,-1.4,0.0,0.0,1.38,9.51
7.0,-2.4,7.08,-2.6,7.25,-2.7,0.0,0.0,1.2,8.5
7.32,-2.2,7.08,-4.4,7.07,-5.1,0.0,0.0,1.37,9.78
7.17,-3.6,7.14,-3.1,7.07,-3.7,0.0,0.0,1.3,9.3
0.87,8.9,0.87,5.3,0.88,3.8,0.0,0.0,0.94,0.82
0.88,3.5,0.89,0.7,0.92,-0.4,0.0,0.0,0.83,0.74
0.94,-1.8,0.91,-3.1,0.89,-3.5,0.0,0.0,0.92,0.84
0.88,-6.5,0.88,-6.8,0.9,-5.2,0.0,0.0,1.01,0.9
1.37,-5.7,1.43,-6.0,1.45,-3.9,1.16,59.5,0.96,1.36
1.45,0.2,1.47,0.0,1.32,-1.7,1.78,49.6,0.99,1.41
1.28,4.1,1.58,1.6,1.45,-2.4,1.29,37.8,0.93,1.34
1.53,3.2,1.53,2.0,1.54,2.9,1.61,-3.7,0.95,1.46
0.82,-3.0,0.83,-2.4,0.84,-2.2,0.96,36.1,0.87,0.72
0.84,9.8,0.84,6.3,0.85,3.5,0.9,56.1,0.89,0.75
0.86,4.6,0.83,4.1,0.84,2.7,0.89,45.4,0.89,0.75
0.83,-0.1,0.83,0.3,0.83,0.3,0.91,37.7,0.9,0.75
2.19,-0.6,2.19,-0.5,2.22,-0.9,0.0,0.0,1.26,2.77
2.31,1.0,2.45,5.4,2.46,-0.1,0.0,0.0,1.11,2.68
2.42,7.3,2.39,1.5,2.32,-5.7,0.0,0.0,1.17,2.78
2.24,-3.8,2.14,-2.1,2.14,-1.9,0.0,0.0,1.15,2.51
2.52,1.9,2.47,-8.3,2.44,-8.7,0.0,0.0,1.24,3.07
2.36,-8.6,2.18,-15.8,2.18,-5.6,0.0,0.0,1.14,2.55
2.18,-8.0,2.19,-10.1,2.35,-0.2,0.0,0.0,1.23,2.77
2.37,0.6,2.39,0.8,2.4,11.2,0.0,0.0,1.25,2.98
1.17,-15.2,1.16,-15.7,1.15,-13.9,3.85,-22.4,1.4,1.62
1.13,-8.2,1.14,-5.5,1.1,3.4,1.32,33.9,1.3,1.46
1.02,-13.0,1.24,5.2,1.15,4.8,4.13,640.7,1.35,1.55
1.16,-0.5,1.18,1.6,1.21,4.0,3.27,282.0,1.36,1.6
0.93,-10.4,0.93,-8.6,0.94,-7.0,1.01,19.8,0.88,0.82
0.95,30.9,0.95,22.6,0.96,15.6,1.19,84.4,0.89,0.85
0.97,16.1,0.95,14.4,0.96,12.9,1.14,65.9,0.89,0.85
0.96,12.5,0.95,12.9,0.94,12.4,0.96,51.3,0.89,0.85
0.76,-8.8,0.78,-6.3,0.81,-14.9,0.0,0.0,0.96,0.75
0.98,-16.8,0.99,-13.0,0.99,-14.5,0.0,0.0,1.16,1.14
0.94,-14.6,0.92,-26.8,0.89,-27.3,0.0,0.0,1.39,1.28
0.75,-25.9,0.73,-14.9,0.65,-16.2,0.0,0.0,1.06,0.76
0.64,3.6,0.63,3.6,0.63,1.4,0.0,0.0,1.06,0.67
0.63,1.0,0.62,-1.4,0.64,-1.7,0.0,0.0,0.98,0.62
0.68,3.9,0.65,1.8,0.61,-1.8,0.0,0.0,1.1,0.71
0.6,-6.3,0.62,-5.5,0.61,-6.6,0.0,0.0,1.18,0.72
3.55,0.0,3.65,0.0,3.34,0.0,43.45,0.0,1.11,3.9
0.62,-3.1,0.63,-1.7,0.63,0.2,0.53,31.9,0.7,0.44
0.63,12.8,0.64,5.6,0.65,2.2,0.78,52.0,0.76,0.49
0.64,3.9,0.62,2.5,0.64,4.2,0.79,42.6,0.78,0.5
0.62,1.1,0.62,1.0,0.62,2.0,0.74,51.0,0.77,0.48
1.94,-2.1,1.94,1.3,1.92,-3.8,0.0,0.0,1.17,2.26
1.95,-3.5,2.01,-1.0,2.11,-6.9,0.0,0.0,1.22,2.46
2.27,-1.9,2.14,-7.2,2.06,-7.9,0.0,0.0,1.26,2.71
2.08,-1.2,2.05,2.6,2.03,2.7,0.0,0.0,1.31,2.68
1.6,6.7,1.53,5.9,1.51,3.9,0.0,0.0,0.94,1.46
1.47,0.0,1.5,-3.3,1.57,-4.8,0.0,0.0,0.87,1.31
1.65,-5.0,1.56,-6.4,1.47,-10.4,0.0,0.0,1.03,1.61
1.48,-10.2,1.49,-12.4,1.49,-10.9,0.0,0.0,1.13,1.68
1.82,-4.7,1.99,-3.3,2.0,-2.5,0.22,53.3,1.04,2.01
2.03,6.7,2.01,7.6,1.66,1.7,0.16,77.5,1.18,2.25
